%
% Comments go after a '%' sign.
%
%
% Relation: Exoplanets Candidates Kepler
%
%
% Attributes: 39     Instances: 956
%
%

@relation Exoplanets Candidates Kepler

@attribute 'DispositionScore' numeric
@attribute 'OrbitalPeriod[days' numeric
@attribute 'OrbitalPeriodUpperUnc.[days' numeric
@attribute 'OrbitalPeriodLowerUnc.[days' numeric
@attribute 'TransitEpoch[BKJD' numeric
@attribute 'TransitEpochUpperUnc.[BKJD' numeric
@attribute 'TransitEpochLowerUnc.[BKJD' numeric
@attribute 'ImpactParamete' numeric
@attribute 'ImpactParameterUpperUnc' numeric
@attribute 'ImpactParameterLowerUnc' numeric
@attribute 'TransitDuration[hrs' numeric
@attribute 'TransitDurationUpperUnc.[hrs' numeric
@attribute 'TransitDurationLowerUnc.[hrs' numeric
@attribute 'TransitDepth[ppm' numeric
@attribute 'TransitDepthUpperUnc.[ppm' numeric
@attribute 'TransitDepthLowerUnc.[ppm' numeric
@attribute 'PlanetaryRadius[Earthradii' numeric
@attribute 'PlanetaryRadiusUpperUnc.[Earthradii' numeric
@attribute 'PlanetaryRadiusLowerUnc.[Earthradii' numeric
@attribute 'EquilibriumTemperature[K' numeric
@attribute 'InsolationFlux[Earthflux' numeric
@attribute 'InsolationFluxUpperUnc.[Earthflux' numeric
@attribute 'InsolationFluxLowerUnc.[Earthflux' numeric
@attribute 'TransitSignal-to-Nois' numeric
@attribute 'TCEPlanetNumbe' numeric
@attribute 'StellarEffectiveTemperature[K' numeric
@attribute 'StellarEffectiveTemperatureUpperUnc.[K' numeric
@attribute 'StellarEffectiveTemperatureLowerUnc.[K' numeric
@attribute 'StellarSurfaceGravity[log10(cm/s**2)' numeric
@attribute 'StellarSurfaceGravityUpperUnc.[log10(cm/s**2)' numeric
@attribute 'StellarSurfaceGravityLowerUnc.[log10(cm/s**2)' numeric
@attribute 'StellarRadius[Solarradii' numeric
@attribute 'StellarRadiusUpperUnc.[Solarradii' numeric
@attribute 'StellarRadiusLowerUnc.[Solarradii' numeric
@attribute 'RA[decimaldegrees' numeric
@attribute 'Dec[decimaldegrees' numeric
@attribute 'Kepler-band[mag]' numeric
@attribute 'ExoplanetCandidate' numeric
@attribute 'ExoplanetConfirmed' numeric

@data
0.284,34.9989085,0.00035,-0.00035,160.32308,0.00739,-0.00739,0.896,0.076,-0.636,1.764,0.294,-0.294,427.0,68.8,-68.8,1.65,0.17,-0.11,376.0,4.74,1.66,-1.08,7.5,1.0,4559.0,121.0,-134.0,4.653,0.025,-0.053,0.648,0.066,-0.044,282.90509,43.871769,15.326,0,0
0,438.00974,0.0316,-0.0316,358.2924,0.0478,-0.0478,0.8575,0.0075,-0.6073,11.46,2.2,-2.2,79.2,13.2,-13.2,0.73,1.99,-0.07,197.0,0.36,5.11,-0.1,8.6,1.0,5260.0,151.0,-128.0,4.56,0.071,-1.007,0.717,1.935,-0.071,299.99295,44.88612,11.504,0,0
1.0,35.61760233,5.29e-05,-5.29e-05,197.03573,0.0011,-0.0011,0.009,0.228,-0.009,8.4559,0.0435,-0.0435,4630.0,34.2,-34.2,5.17,0.53,-0.59,456.0,10.19,3.91,-3.0,155.0,1.0,5123.0,168.0,-138.0,4.523,0.084,-0.063,0.779,0.08,-0.088,288.4165,41.0298,15.703,1,2
0,590.44065,0.0324,-0.0324,199.918,0.0414,-0.0414,0.2858,0.1789,-0.2857,7.55,1.4,-1.4,126.0,27.1,-27.1,1.62,0.94,-0.3,291.0,1.7,2.97,-0.71,6.9,1.0,6782.0,159.0,-236.0,4.243,0.112,-0.329,1.417,0.828,-0.256,298.34109,42.114891,12.773,0,0
0.189,376.37989,0.0468,-0.0468,486.6022,0.0711,-0.0711,0.305,0.208,-0.305,13.99,2.2,-2.2,1140.0,106.0,-106.0,3.26,1.0,-0.33,265.0,1.16,1.07,-0.35,13.3,1.0,6231.0,188.0,-225.0,4.488,0.054,-0.216,0.955,0.291,-0.097,291.60455,46.973289,15.632,1,1
0.0,5.7584367,2.13e-05,-2.13e-05,135.11279,0.00299,-0.00299,0.101,0.506,-0.101,2.587,0.264,-0.264,737.0,38.9,-38.9,66.22,1.43,-27.2,3389.0,31195.25,4188.67,-21400.1,26.8,1.0,4754.0,100.0,-120.0,2.194,0.033,-0.03,25.287,0.546,-10.374,291.98096,38.97118,13.819,0,0
0.256,0.998212785,7.72e-06,-7.72e-06,131.81898,0.00747,-0.00747,0.436,0.097,-0.436,2.489,0.214,-0.214,119.0,8.2,-8.2,1.1,0.36,-0.12,1888.0,2998.77,3033.87,-972.29,18.8,1.0,6072.0,189.0,-232.0,4.47,0.056,-0.224,0.988,0.33,-0.11,293.61337,44.975422,15.544,0,0
0.0,5.2438982,0.000102,-0.000102,132.6882,0.0248,-0.0248,0.644,0.302,-0.409,7.881,0.432,-0.432,162.0,7.5,-7.5,1.24,0.36,-0.16,1026.0,262.14,231.56,-86.95,18.7,1.0,5804.0,172.0,-190.0,4.473,0.078,-0.195,0.927,0.273,-0.117,291.8269,41.7099,15.563,0,0
0.0,5.2439783,0.000293,-0.000293,132.6829,0.0552,-0.0552,0.82,0.144,-0.576,10.1,1.1,-1.1,93.5,8.6,-8.6,1.03,0.33,-0.11,1068.0,307.32,298.22,-97.41,13.1,1.0,6029.0,188.0,-230.0,4.481,0.054,-0.216,0.956,0.306,-0.102,291.82001,41.697842,14.967,0,0
0,114.406187,0.0015,-0.0015,225.7127,0.00905,-0.00905,0.2729,0.2012,-0.2728,4.92,0.294,-0.294,1310.0,143.0,-143.0,2.42,0.23,-0.23,267.0,1.21,0.47,-0.35,11.4,1.0,4641.0,177.0,-160.0,4.589,0.051,-0.037,0.691,0.065,-0.067,298.57523,48.668362,15.746,1,1
0.0,0.503999678,1.45e-07,-1.45e-07,131.631544,0.000235,-0.000235,0.962,0.103,-0.013,0.5421,0.0211,-0.0211,976.0,6.9,-6.9,2.97,0.17,-0.19,1605.0,1566.41,405.93,-353.5,96.8,1.0,4898.0,146.0,-146.0,4.686,0.054,-0.027,0.568,0.033,-0.037,293.95221,45.31826,15.498,0,0
0.78,21.08678557,8.39e-05,-8.39e-05,135.5636,0.00278,-0.00278,0.702,0.253,-0.478,0.978,0.108,-0.108,500.0,58.9,-58.9,2.08,0.52,-0.17,651.0,42.44,31.53,-11.29,11.0,1.0,6084.0,165.0,-202.0,4.542,0.044,-0.176,0.863,0.217,-0.072,296.09842,47.992699,15.185,1,1
0,11.9294568,0.000124,-0.000124,133.74078,0.00828,-0.00828,0.3789,0.0692,-0.3787,3.193,0.257,-0.257,132.0,13.0,-13.0,1.05,0.42,-0.11,797.0,95.42,113.61,-27.14,11.7,5.0,5975.0,166.0,-168.0,4.48,0.067,-0.278,0.9,0.361,-0.094,294.13791,42.370499,14.686,1,1
0,200.0,0,0,171.27413,0,0,0,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.97882,48.99667,14.133,0,0
0.0,14.32407216,4.29e-05,-4.29e-05,364.39537,0.0022,-0.0022,1.292,65.48,-0.212,4.6577,0.0965,-0.0965,2050.0,42.4,-42.4,38.86,12.4,-4.42,782.0,88.38,85.61,-29.03,58.0,1.0,6022.0,190.0,-232.0,4.453,0.054,-0.216,1.039,0.331,-0.118,294.58929,41.944382,15.609,0,0
0.0,25.83683127,1.64e-06,-1.64e-06,137.3641956,4.99e-05,-4.99e-05,0.899,0.021,-0.022,6.32201,0.0026,-0.0026,145000.0,39.8,-39.8,50.72,13.4,-5.76,587.0,28.08,21.8,-8.28,3016.9,1.0,5691.0,152.0,-152.0,4.477,0.078,-0.182,0.897,0.237,-0.102,298.07883,41.484268,13.347,0,0
0.936,4.77466043,4.2e-05,-4.2e-05,135.16338,0.00743,-0.00743,0.03,0.433,-0.03,3.804,0.173,-0.173,54.3,3.9,-3.9,0.81,0.12,-0.12,1137.0,395.06,169.23,-128.9,15.5,2.0,5727.0,115.0,-104.0,4.328,0.132,-0.108,1.104,0.164,-0.164,292.19971,42.046089,13.421,1,2
0.467,20.69920737,0,0,132.7199526,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,297.74567,49.70763,11.957,1,1
0.0,1.111362442,8.93e-06,-8.93e-06,132.30056,0.00802,-0.00802,0.715,0.408,-0.27,6.24,1.6,-1.6,134.0,11.0,-11.0,2.86,0.55,-1.01,2820.0,14894.75,8292.57,-9296.48,36.8,1.0,6486.0,156.0,-176.0,3.872,0.28,-0.1,2.308,0.438,-0.813,295.60934,45.484451,12.845,0,0
0.0,1.89125855,3.73e-05,-3.73e-05,132.6891,0.0208,-0.0208,0.677,0.249,-0.431,5.415,0.447,-0.447,67.9,3.6,-3.6,0.81,0.17,-0.11,1671.0,1839.74,1111.9,-632.74,24.8,1.0,6569.0,157.0,-197.0,4.41,0.15,-0.165,0.927,0.193,-0.129,290.29932,37.908932,13.517,0,0
0.0,1.89124453,1.93e-05,-1.93e-05,132.6958,0.0122,-0.0122,0.734,0.241,-0.489,5.08,0.349,-0.349,31.0,2.0,-2.0,1.19,0.37,-0.13,2200.0,5537.41,5263.16,-1568.29,19.4,1.0,5850.0,175.0,-158.0,3.72,0.095,-0.176,1.977,0.626,-0.209,290.33002,37.891029,12.76,0,0
1.0,3.8183717,3.85e-05,-3.85e-05,133.90812,0.00708,-0.00708,0.878,0.067,-0.637,2.687,0.218,-0.218,50.8,5.0,-5.0,1.39,0.4,-0.36,1683.0,1894.37,1608.61,-1002.54,11.8,1.0,6738.0,189.0,-260.0,4.109,0.209,-0.171,1.692,0.485,-0.436,295.24191,43.972599,13.821,1,1
0.0,204.7410476,6.07e-05,-6.07e-05,202.871314,0.000221,-0.000221,0.596,0.005,-0.009,20.5357,0.0132,-0.0132,334000.0,193.0,-193.0,97.39,29.7,-19.8,404.0,6.3,5.49,-2.8,2000.2,1.0,6517.0,155.0,-214.0,4.211,0.153,-0.187,1.44,0.439,-0.293,294.70926,46.38472,13.841,0,0
0.97,91.500873,0.000523,-0.000523,165.67309,0.00493,-0.00493,0.032,0.405,-0.032,4.842,0.126,-0.126,705.0,35.8,-35.8,1.82,0.13,-0.07,310.0,2.18,0.53,-0.32,22.6,1.0,5051.0,111.0,-90.0,4.628,0.017,-0.052,0.706,0.047,-0.03,296.85101,50.698929,14.447,1,1
0.803,178.266978,0.00283,-0.00283,229.75414,0.00929,-0.00929,0.886,0.048,-0.663,5.276,0.282,-0.282,1860.0,177.0,-177.0,3.71,0.32,-0.1,241.0,0.8,0.21,-0.09,12.5,1.0,4899.0,77.0,-87.0,4.624,0.007,-0.063,0.713,0.062,-0.018,287.29132,47.598251,15.518,1,1
0.983,40.8366307,0.000385,-0.000385,152.87346,0.00734,-0.00734,0.363,0.101,-0.363,4.956,0.182,-0.182,265.0,16.3,-16.3,1.5,0.18,-0.13,496.0,14.3,5.07,-3.37,18.7,1.0,5529.0,110.0,-110.0,4.457,0.076,-0.093,0.925,0.11,-0.083,295.10242,40.572392,14.05,1,2
1.0,6.02930329,5.51e-06,-5.51e-06,171.602959,0.000713,-0.000713,0.258,0.196,-0.258,1.5821,0.0311,-0.0311,1910.0,34.4,-34.4,2.85,0.26,-0.15,678.0,50.04,16.4,-9.88,65.4,1.0,4537.0,123.0,-123.0,4.648,0.02,-0.056,0.672,0.062,-0.036,283.71088,47.86327,15.784,1,2
0.0,7.64941291,1.56e-07,-1.56e-07,132.1070518,1.68e-05,-1.68e-05,0.231,0.009,-0.003,6.56935,0.00101,-0.00101,236000.0,22.2,-22.2,53.4,16.8,-6.0,1050.0,287.83,259.94,-88.7,9054.7,1.0,6387.0,157.0,-204.0,4.398,0.084,-0.196,1.076,0.338,-0.121,295.44434,43.718182,13.398,0,0
0.979,67.968656,0.000585,-0.000585,163.55972,0.00763,-0.00763,0.317,0.133,-0.317,7.948,0.158,-0.158,322.0,12.7,-12.7,1.71,0.22,-0.22,443.0,9.09,3.48,-2.7,27.3,2.0,5670.0,113.0,-102.0,4.387,0.138,-0.092,0.95,0.124,-0.124,292.32645,38.657581,13.865,1,2
0.0,1.035329922,6.67e-07,-6.67e-07,132.3319,0.000597,-0.000597,1.243,0.268,-0.093,3.8022,0.0368,-0.0368,993.0,7.1,-7.1,105.66,12.8,-51.1,3654.0,42120.85,16965.81,-33046.33,178.0,1.0,7030.0,196.0,-364.0,3.65,0.451,-0.08,3.512,0.425,-1.699,300.56625,45.42445,13.632,0,0
0.083,219.74735,0.0183,-0.0183,239.9455,0.0631,-0.0631,0.097,0.381,-0.097,22.48,1.5,-1.5,190.0,16.8,-16.8,3.24,1.93,-2.36,427.0,7.82,14.2,-7.3,12.7,1.0,5127.0,128.0,-116.0,3.602,1.005,-0.335,2.38,1.421,-1.737,285.28674,40.342339,12.821,0,0
0.0,2.102416517,1.31e-06,-1.31e-06,134.394943,0.000535,-0.000535,1.236,9.116,-0.132,1.7684,0.0274,-0.0274,1500.0,19.6,-19.6,29.29,8.7,-2.9,1435.0,1003.06,896.65,-291.17,94.3,1.0,5999.0,180.0,-198.0,4.494,0.05,-0.2,0.959,0.285,-0.095,294.0217,48.390419,15.642,0,0
1.0,2.28494301,1.04e-05,-1.04e-05,132.92343,0.00331,-0.00331,0.013,0.448,-0.013,1.01,0.14,-0.14,162.0,19.9,-19.9,1.0,0.18,-0.09,1180.0,458.39,260.01,-121.59,10.6,1.0,5396.0,159.0,-159.0,4.571,0.04,-0.112,0.789,0.143,-0.071,285.33963,41.539749,15.181,1,1
0.0,3.796383639,0,0,135.2015074,0,0,0.649,0,0,8.6711,0,0,31.1,0,0,0.71,0.14,-0.12,1323.0,724.17,441.11,-277.64,24.5,3.0,6017.0,163.0,-181.0,4.3,0.135,-0.135,1.21,0.245,-0.2,295.71942,45.747559,12.239,0,0
0.875,1.763587535,4.2e-08,-4.2e-08,120.5659254,1.99e-05,-1.99e-05,0.512,0.007,-0.008,3.16877,0.0029,-0.0029,4590.0,1.5,-1.5,21.42,6.33,-9.48,3559.0,37958.27,32770.23,-28302.96,4061.9,1.0,9107.0,242.0,-443.0,3.867,0.343,-0.147,3.031,0.895,-1.342,286.97119,46.868359,9.958,1,2
1.0,5.16949729,1.02e-05,-1.02e-05,170.31339,0.00154,-0.00154,0.235,0.184,-0.235,4.5122,0.0464,-0.0464,211.0,3.5,-3.5,2.06,0.31,-0.43,1309.0,694.32,294.94,-296.47,66.2,1.0,6011.0,108.0,-132.0,4.123,0.195,-0.105,1.409,0.214,-0.294,291.19507,40.702702,13.55,1,2
1.0,3.17059731,1e-05,-1e-05,132.67813,0.0025,-0.0025,0.793,0.124,-0.55,1.6686,0.0835,-0.0835,325.0,19.3,-19.3,1.69,0.18,-0.06,1080.0,321.28,92.7,-41.96,20.1,1.0,5431.0,81.0,-81.0,4.563,0.011,-0.088,0.843,0.086,-0.033,285.89923,48.307301,15.353,1,2
0,14.3641542,0.000267,-0.000267,144.2631,0.0162,-0.0162,0.2764,0.202,-0.2764,2.629,0.822,-0.822,89.2,25.6,-25.6,0.98,0.34,-0.15,795.0,94.33,95.26,-34.33,6.5,1.0,5925.0,161.0,-166.0,4.364,0.13,-0.238,1.033,0.355,-0.161,294.57065,39.331402,14.016,0,0
0,50.550788,0.00151,-0.00151,131.5846,0.0288,-0.0288,0.632,0.343,-0.4118,2.353,0.451,-0.451,155.0,25.6,-25.6,5.0,2.46,-1.54,790.0,92.03,130.13,-52.9,7.9,1.0,5031.0,106.0,-147.0,3.433,0.235,-0.304,3.859,1.892,-1.189,293.64182,42.736019,11.509,1,1
0,6.6254781,0.000174,-0.000174,136.1733,0.0241,-0.0241,0.2113,0.3334,-0.2113,2.358,0.73,-0.73,122.0,41.5,-41.5,0.9,0.27,-0.08,828.0,111.18,101.2,-29.54,2.7,0,5211.0,176.0,-137.0,4.5,0.07,-0.216,0.832,0.244,-0.08,287.52963,38.894508,14.11,1,1
0.998,12.89006728,6.01e-05,-6.01e-05,201.22989,0.00325,-0.00325,0.082,0.36,-0.082,3.555,0.117,-0.117,603.0,27.1,-27.1,1.93,0.06,-0.14,620.0,34.99,4.8,-6.92,23.6,1.0,4915.0,78.0,-88.0,4.512,0.072,-0.022,0.812,0.027,-0.058,294.36487,40.720879,15.674,1,1
0.0,2.67596808,1.75e-05,-1.75e-05,133.70492,0.00522,-0.00522,0.115,0.338,-0.115,2.021,0.17,-0.17,421.0,30.3,-30.3,1.57,0.08,-0.16,998.0,234.19,65.47,-70.09,17.5,1.0,4732.0,170.0,-170.0,4.53,0.072,-0.036,0.795,0.043,-0.079,294.0704,38.181702,15.596,0,0
0,380.39474,0.0223,-0.0223,502.2332,0.0222,-0.0222,0.1094,0.3546,-0.1091,10.775,0.955,-0.955,603.0,68.5,-68.5,1.84,0.8,-0.12,224.0,0.6,0.79,-0.13,8.6,1.0,5772.0,180.0,-146.0,4.608,0.027,-0.272,0.745,0.325,-0.047,289.20016,41.430752,15.326,1,1
0.903,56.446465,0.00121,-0.00121,170.59,0.0159,-0.0159,0.874,0.102,-0.647,7.371,0.395,-0.395,148.0,13.7,-13.7,1.57,0.46,-0.28,522.0,17.5,15.01,-7.08,12.4,1.0,5995.0,161.0,-179.0,4.337,0.136,-0.187,1.117,0.327,-0.201,284.38248,44.308231,14.046,1,1
0.19,378.65484,0.0228,-0.0228,288.2584,0.0341,-0.0341,0.243,0.219,-0.243,11.3,2.6,-2.6,248.0,77.9,-77.9,1.53,0.49,-0.19,258.0,1.04,0.97,-0.35,6.8,1.0,6000.0,167.0,-209.0,4.463,0.07,-0.21,0.97,0.306,-0.123,285.24338,47.812592,14.872,0,0
0.251,490.63941,0.0223,-0.0223,561.5837,0.0312,-0.0312,0.015,0.442,-0.015,16.5,1.2,-1.2,269.0,33.0,-33.0,7.67,0.57,-1.33,412.0,6.84,1.61,-2.66,9.6,1.0,5037.0,87.0,-137.0,3.252,0.03,-0.03,4.817,0.359,-0.837,290.86276,51.701908,13.227,1,1
0,363.706662,0.00279,-0.00279,204.02069,0.00333,-0.00333,0.9315,0.013,-0.0165,8.553,0.319,-0.319,1620.0,48.0,-48.0,5.26,2.45,-0.6,283.0,1.51,2.14,-0.49,43.7,0,6240.0,182.0,-239.0,4.397,0.076,-0.295,1.064,0.497,-0.121,293.9285,45.142509,14.188,0,0
1.0,3.749105745,7.01e-06,-7.01e-06,135.10837,0.00149,-0.00149,0.942,0.021,-0.682,1.9826,0.0371,-0.0371,183.0,5.7,-5.7,1.68,0.26,-0.13,1160.0,428.25,181.87,-94.92,38.0,1.0,5751.0,104.0,-115.0,4.447,0.063,-0.117,0.983,0.149,-0.08,290.88467,38.057571,13.333,1,2
0.0,1.241483276,2.81e-06,-2.81e-06,132.10028,0.00201,-0.00201,1.227,3.02,-0.15,2.195,0.104,-0.104,141.0,5.4,-5.4,27.25,8.59,-3.68,1847.0,2761.35,2567.19,-939.96,32.0,1.0,6140.0,170.0,-191.0,4.394,0.101,-0.203,1.053,0.332,-0.142,299.51083,40.474548,13.482,0,0
0.325,1.05569286,2.15e-05,-2.15e-05,131.5576,0.0159,-0.0159,0.131,0.463,-0.131,1.289,0.555,-0.555,37.5,9.3,-9.3,0.45,0.04,-0.04,1395.0,898.72,342.3,-263.01,7.1,1.0,4955.0,176.0,-176.0,4.561,0.061,-0.05,0.751,0.072,-0.072,291.95761,38.070049,13.203,0,0
0.491,4.06844957,1.21e-05,-1.21e-05,132.27614,0.00255,-0.00255,0.55,0.377,-0.337,2.8349,0.069,-0.069,79.8,3.0,-3.0,0.98,0.17,-0.1,1170.0,442.08,202.37,-112.86,29.3,2.0,5751.0,103.0,-114.0,4.391,0.08,-0.12,1.071,0.177,-0.109,299.70474,44.435749,12.566,1,1
0.0,4.532416322,5.76e-06,-5.76e-06,135.6589,0.00148,-0.00148,1.183,0.39,-0.168,3.2864,0.0246,-0.0246,35000.0,235.0,-235.0,62.25,20.6,-11.1,1328.0,735.27,719.81,-310.71,175.6,1.0,6306.0,177.0,-243.0,4.283,0.132,-0.198,1.281,0.424,-0.228,293.08649,39.801788,16.028,0,0
1.0,62.8917493,0.000464,-0.000464,139.12778,0.00566,-0.00566,0.632,0.294,-0.416,6.831,0.181,-0.181,791.0,40.0,-40.0,2.5,0.12,-0.21,384.0,5.13,0.82,-1.1,22.6,1.0,5052.0,75.0,-83.0,4.48,0.083,-0.028,0.855,0.039,-0.072,286.36746,48.423931,15.481,1,2
0.986,11.1726723,0.000111,-0.000111,140.00764,0.00729,-0.00729,0.504,0.437,-0.306,6.106,0.242,-0.242,76.8,4.7,-4.7,1.5,0.24,-0.34,1019.0,255.06,122.24,-111.75,17.0,3.0,5616.0,124.0,-90.0,4.004,0.202,-0.093,1.674,0.275,-0.378,289.65125,43.824421,13.349,1,2
0.0,2.9926465,1.46e-05,-1.46e-05,170.80128,0.00408,-0.00408,0.319,0.136,-0.319,1.81,0.145,-0.145,106.0,8.0,-8.0,0.89,0.23,-0.07,1170.0,443.12,324.93,-114.86,16.1,1.0,5718.0,136.0,-170.0,4.549,0.042,-0.168,0.863,0.221,-0.074,289.8533,46.787151,14.396,0,0
0.0,2.69633621,1.69e-05,-1.69e-05,132.99538,0.00563,-0.00563,1.141,2.89,-0.121,5.238,0.256,-0.256,239.0,10.9,-10.9,15.78,4.9,-1.64,1334.0,749.66,682.77,-223.25,26.5,1.0,6106.0,164.0,-201.0,4.496,0.054,-0.216,0.923,0.287,-0.096,283.75385,47.796951,15.319,0,0
0.939,19.9778599,0.000272,-0.000272,135.165,0.0106,-0.0106,0.172,0.278,-0.172,5.96,0.259,-0.259,83.4,7.6,-7.6,1.07,0.32,-0.13,773.0,84.29,72.59,-26.57,12.8,1.0,6392.0,153.0,-192.0,4.399,0.065,-0.195,1.162,0.35,-0.14,286.56033,48.893051,13.52,1,1
0.953,0.762950224,3.29e-06,-3.29e-06,131.9157,0.00344,-0.00344,0.197,0.259,-0.197,1.133,0.109,-0.109,187.0,15.9,-15.9,1.0,0.18,-0.08,1651.0,1763.73,1054.13,-462.01,15.8,1.0,5385.0,187.0,-187.0,4.61,0.037,-0.112,0.731,0.132,-0.057,282.91397,47.970299,15.556,1,1
0,28.02789136,3.43e-06,-3.43e-06,158.348172,0.000102,-0.000102,0.6493,0.0065,-0.0111,17.3269,0.0127,-0.0127,243000.0,158.0,-158.0,31.3,1.55,-1.61,440.0,8.86,2.16,-1.85,2829.0,1.0,5231.0,161.0,-165.0,4.721,0.043,-0.043,0.544,0.027,-0.028,297.89444,45.211189,14.594,0,0
0.0,33.15947581,2.32e-06,-2.32e-06,159.8126411,5.49e-05,-5.49e-05,0.768,0.006,-0.006,9.01353,0.00283,-0.00283,222000.0,62.2,-62.2,146.47,48.9,-32.6,1068.0,307.53,375.3,-188.7,3733.6,1.0,7967.0,454.0,-844.0,4.001,0.162,-0.198,2.379,0.794,-0.529,296.46429,50.286152,11.562,0,0
1.0,41.6977582,0.000189,-0.000189,134.24608,0.00368,-0.00368,0.018,0.377,-0.018,5.513,0.112,-0.112,685.0,28.6,-28.6,2.26,0.6,-0.21,488.0,13.45,10.62,-3.57,27.7,1.0,5730.0,153.0,-170.0,4.545,0.035,-0.184,0.87,0.234,-0.078,291.93365,44.115501,15.265,1,2
0.0,72.6549842,0.000512,-0.000512,170.59195,0.00581,-0.00581,1.141,7.133,-0.12,5.503,0.274,-0.274,389.0,20.3,-20.3,34.52,6.43,-11.0,699.0,56.33,31.17,-33.23,22.1,1.0,6793.0,170.0,-204.0,3.926,0.292,-0.097,1.96,0.365,-0.626,294.42145,41.8969,13.492,0,0
0,209.238576,0.00377,-0.00377,321.1236,0.0112,-0.0112,0.2683,0.2146,-0.2683,2.245,0.35,-0.35,155.0,34.1,-34.1,1.43,0.76,-0.18,354.0,3.72,5.9,-1.22,5.4,1.0,6302.0,155.0,-199.0,4.345,0.097,-0.307,1.135,0.604,-0.143,291.18909,45.49229,13.564,0,0
0.019,5.902596818,1.77e-06,-1.77e-06,136.388994,0.000247,-0.000247,0.168,0.079,-0.013,5.5711,0.0205,-0.0205,54900.0,125.0,-125.0,25.8,8.45,-3.63,1123.0,376.53,369.76,-136.36,533.9,1.0,6184.0,185.0,-222.0,4.371,0.09,-0.21,1.094,0.358,-0.154,292.7561,49.264561,15.179,1,1
0,535.1515,0.00796,-0.00796,477.1303,0.0145,-0.0145,0.3162,0.1655,-0.3161,2.826,0.57,-0.57,362.0,59.9,-59.9,2.7,1.5,-0.92,258.0,1.04,1.81,-0.63,8.6,1.0,5468.0,166.0,-130.0,4.085,0.354,-0.295,1.423,0.79,-0.483,287.76385,45.482159,12.706,1,1
0.013,36.6092739,0.000599,-0.000599,138.77398,0.00773,-0.00773,0.26,0.206,-0.26,1.835,0.352,-0.352,1100.0,193.0,-193.0,52.42,10.2,-12.4,1623.0,1640.55,849.62,-772.99,7.6,1.0,4770.0,76.0,-114.0,2.319,0.033,-0.024,16.114,3.121,-3.815,298.11667,46.721958,13.823,0,0
1.0,0.938466959,9.39e-07,-9.39e-07,135.600698,0.000797,-0.000797,0.054,0.399,-0.054,1.3015,0.0284,-0.0284,217.0,4.9,-4.9,1.58,0.24,-0.24,1876.0,2919.17,1189.69,-929.75,54.4,1.0,5499.0,82.0,-74.0,4.323,0.15,-0.1,1.087,0.165,-0.165,284.73145,49.533192,13.757,1,2
0.0,3.044770796,4.46e-06,-4.46e-06,172.01916,0.00115,-0.00115,1.252,0.369,-0.108,10.0134,0.0663,-0.0663,1700.0,10.1,-10.1,24.54,4.89,-1.96,1076.0,317.36,196.04,-79.26,203.5,1.0,5525.0,165.0,-165.0,4.603,0.032,-0.12,0.753,0.15,-0.06,293.68494,45.51683,15.621,0,0
0.994,8.60965352,7.02e-05,-7.02e-05,134.38829,0.00653,-0.00653,0.213,0.245,-0.213,2.218,0.225,-0.225,63.2,7.9,-7.9,3.33,0.61,-2.47,1550.0,1365.41,838.61,-1285.19,9.9,1.0,5418.0,191.0,-171.0,3.447,0.884,-0.156,4.233,0.785,-3.139,291.02719,37.613911,12.765,1,1
0.797,33.67280658,9.04e-05,-9.04e-05,162.03676,0.00216,-0.00216,0.309,0.126,-0.309,8.2267,0.0666,-0.0666,171.0,2.9,-2.9,1.86,0.06,-0.04,661.0,45.09,6.56,-3.41,61.2,2.0,5587.0,100.0,-58.0,4.091,0.011,-0.011,1.423,0.047,-0.026,293.73282,41.900829,11.411,1,2
0.0,0.56679293,3.22e-06,-3.22e-06,131.83103,0.00563,-0.00563,0.18,0.311,-0.18,3.814,0.185,-0.185,101.0,6.8,-6.8,0.86,0.24,-0.08,2064.0,4264.42,3548.32,-1168.74,22.1,1.0,5812.0,156.0,-191.0,4.551,0.035,-0.184,0.853,0.242,-0.076,291.27606,42.593521,15.787,0,0
0.0,3.1339356,2.01e-05,-2.01e-05,133.5458,0.00589,-0.00589,0.768,0.201,-0.548,4.477,0.195,-0.195,204.0,11.0,-11.0,1.58,0.54,-0.17,1315.0,704.95,717.03,-229.75,21.4,1.0,6137.0,193.0,-236.0,4.46,0.054,-0.216,1.018,0.341,-0.114,294.11237,46.252708,15.725,0,0
0.0,2.00383703,2.66e-05,-2.66e-05,132.8086,0.0121,-0.0121,0.268,0.19,-0.268,3.473,0.656,-0.656,42.3,5.5,-5.5,0.67,0.22,-0.07,1518.0,1256.78,1168.34,-391.58,10.5,1.0,6045.0,163.0,-199.0,4.439,0.07,-0.224,1.028,0.326,-0.116,296.80319,42.47797,14.467,0,0
0.0,364.14397,0.0187,-0.0187,376.4124,0.0332,-0.0332,0.475,0.015,-0.454,15.37,1.7,-1.7,514.0,89.2,-89.2,2.2,0.74,-0.24,259.0,1.06,1.08,-0.35,9.3,1.0,6039.0,189.0,-231.0,4.493,0.054,-0.216,0.951,0.32,-0.107,288.59802,43.681469,15.508,0,0
